DATA,HORA,LINHA,EMPRESA,PREFIXO,TIPO DE ACIDENTE,SUB TIPO DE ACIDENTE,FERIDOS,MORTOS,LOCAL,LOCAL AUXILIAR 1,LOCAL AUXILIAR 2
"04/08/202
1",07:23,304,005,DL312,ATROPELAMENTO,PEDESTRE,0,1,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, CAPÃO DA IMBUIA,
CURITIBA","R. PAULO KISSULA, 99 - CAPÃO DA
IMBUIA, CURITIBA - PR,
82810-530, BRASIL","R. DELEGADO LEOPOLDO BELCZAK,
3035 - CRISTO REI, CURITIBA -
PR, 82810-060, BRASIL"
"06/08/202
1",18:06,500,011,GE735,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. SALVADOR FERRANTE, 1220 -
BOQUEIRÃO, CURITIBA - PR,
81650-230, BRASIL","RUA CORONEL LUIZ JOSÉ DOS
SANTOS, 1151 - BOQUEIRÃO,
CURITIBA - PR, 81650-240, BRASIL"
"09/08/202
1",08:48,020,004,CB602,ATROPELAMENTO,PEDESTRE,1,0,"RUA HOLANDA, BOA VISTA, CURITIBA","R. DAVID GERONASSO, 292A - BOA
VISTA, CURITIBA - PR, 82560-360,
BRASIL","R. MIGUEL PIEKARSKI, 118 - BOA
VISTA, CURITIBA - PR, 82540-190,
BRASIL"
"15/08/202
1",19:17,387,005,DN604,ATROPELAMENTO,PEDESTRE,1,0,"RUA LUIZ FRANÇA, CAJURU,
CURITIBA","RUA IRMÃO LUÍZ VICENTE, 415 -
CAJURU, CURITIBA - PR,
82900-140, BRASIL","R. DOM JOÃO VI, 227 - CAJURU,
CURITIBA - PR, 82900-150, BRASIL"
"20/08/202
1",21:13,550,007,HE729,ATROPELAMENTO,PEDESTRE,3,0,,,
"01/09/202
1",16:25,303,005,DE722,ATROPELAMENTO,PEDESTRE,1,0,"PRAÇA RUI BARBOSA CURITIBA,
PARANÁ","RUA VISCONDE DE NÁCAR, 520 -
CENTRO, CURITIBA - PR,
80410-200, BRASIL","RUA EMILIANO PERNETA, 390 -
CENTRO, CURITIBA - PR,
80420-080, BRASIL"
"06/09/202
1",18:12,507,006,EL321,ATROPELAMENTO,PEDESTRE,1,0,"RUA IZAAC FERREIRA DA CRUZ,
SÍTIO CERCADO, CURITIBA","R. TIJUCAS DO SUL, 480 - SÍTIO
CERCADO, CURITIBA - PR,
81900-580, BRASIL","R. AGUDOS DO SUL, 2 - FR66,
CURITIBA - PR, 81900-090, BRASIL"
"28/09/202
1",18:22,507,011,GL301,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. HIPÓLITO DA COSTA, 1057 -
HAUER, CURITIBA - PR, 81670-440,
BRASIL","R. CLETO DA SILVA, 996 -
BOQUEIRÃO, CURITIBA - PR,
81670-450, BRASIL"
"28/09/202
1",07:31,650,007,HA606,ATROPELAMENTO,PEDESTRE,1,0,"BR 476, LINHA VERDE,
PINHEIRINHO, CURITIBA","RUA ENGENHEIRO JOÃO BLEY FILHO,
46 - PINHEIRINHO, CURITIBA - PR,
81870-370, BRASIL","R. IRENE DUTKA, 49 -
PINHEIRINHO, CURITIBA - PR,
81150-380, BRASIL"
"05/10/202
1",14:13,503,011,GE728,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","R. LOURENÇO PINTO, 500 - CENTRO,
CURITIBA - PR, 80010-160, BRASIL","AV. MAL. FLORIANO PEIXOTO, 910 -
CENTRO, CURITIBA - PR,
80230-010, BRASIL"
"05/10/202
1",10:00,979,010,MT012,ATROPELAMENTO,PEDESTRE,1,0,"RUA ALCIDES MUNHOZ, MERCÊS,
CURITIBA","R. FERNANDO SIMAS, 1873 -
MERCÊS, CURITIBA - PR,
80710-660, BRASIL","R. DR. CARLOS DE PAULA SOARES, 7
- MERCÊS, CURITIBA - PR,
80710-100, BRASIL"
"14/10/202
1",17:12,203,011,GE702,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PARANÁ, BOA VISTA,
CURITIBA","RUA BRIGADEIRO ARTHUR CARLOS
PERALTA, 08 - BOA VISTA,
CURITIBA - PR, 82560-030, BRASIL","RUA LODOVICO GERONAZZO, 132 -
BOA VISTA, CURITIBA - PR,
82560-040, BRASIL"
"15/10/202
1",17:13,607,007,HL310,ATROPELAMENTO,PEDESTRE,1,0,"RUA DEPUTADO WALDEMIRO PEDROSO,
NOVO MUNDO, CURITIBA","R. MARIO CHAUBALD BISCAIA, 453 -
NOVO MUNDO, CURITIBA - PR,
81050-240, BRASIL","R. PAULINA ADER, 12 - NOVO
MUNDO, CURITIBA - PR, 81050-250,
BRASIL"
"17/10/202
1",16:59,502,011,GE607,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","AV. PRES. KENNEDY, 2511 - ÁGUA
VERDE, CURITIBA - PR, 80610-010,
BRASIL","AV. PRESIDENTE WENCESLAU BRAZ,
4017 - PAROLIN, CURITIBA - PR,
81010-001, BRASIL"
"20/10/202
1",16:58,502,007,HE615,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","RUA PROFESSOR JOSÉ MAURÍCIO
HIGGINS, 1068 - BOQUEIRÃO,
CURITIBA - PR, 81650-250, BRASIL","R. TEN. TITO TEIXEIRA DE CASTRO,
1038-1116 - BOQUEIRÃO, CURITIBA
- PR, 81670-430, BRASIL"
"22/11/202
1",12:06,303,005,DE712,ATROPELAMENTO,PEDESTRE,1,0,"RUA VISCONDE DE NÁCAR, CENTRO,
CURITIBA","AV. VICENTE MACHADO, 32 -
CENTRO, CURITIBA - PR,
80420-010, BRASIL","ALAMEDA DR. CARLOS DE CARVALHO,
277 - CENTRO, CURITIBA - PR,
80410-180, BRASIL"
"25/11/202
1",18:37,500,011,GE714,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, HAUER, CURITIBA","R. FREI HENRIQUE DE COIMBRA, 455
- HAUER, CURITIBA - PR,
81610-130, BRASIL","R. DR. JÚLIO CÉSAR RIBEIRO DE
SOUZA, 782 - HAUER, CURITIBA -
PR, 81630-200, BRASIL"
"02/12/202
1",15:49,506,011,GL300,ATROPELAMENTO,PEDESTRE,1,0,"RUA IZAAC FERREIRA DA CRUZ,
SÍTIO CERCADO, CURITIBA","R. RANCHO ALEGRE, 305 - SÍTIO
CERCADO, CURITIBA - PR,
81910-130, BRASIL","R. PIRAQUARA, 26 - SÍTIO
CERCADO, CURITIBA - PR,
81910-030, BRASIL"
"13/12/202
1",16:28,332,005,DA012,ATROPELAMENTO,PEDESTRE,1,0,"RUA TAILÂNDIA, CAJURU, CURITIBA","R. MANOEL MÁXIMO DOS SANTOS, 285
- CAJURU, CURITIBA - PR,
82960-050, BRASIL","R. LOURIVAL WENDLER, 517 -
CAJURU, CURITIBA - PR,
82960-030, BRASIL"
"23/12/202
1",20:07,607,007,HL328,ATROPELAMENTO,PEDESTRE,1,0,"RUA VISCONDE DE NÁCAR, CENTRO,
CURITIBA","R. COMENDADOR ARAÚJO, 26 -
CENTRO, CURITIBA - PR,
80420-000, BRASIL","AV. VICENTE MACHADO, 32 -
CENTRO, CURITIBA - PR,
80420-010, BRASIL"
"29/12/202
1",18:23,826,009,LC016,ATROPELAMENTO,PEDESTRE,1,0,,,
