DATA,HORA,LINHA,EMPRESA,PREFIXO,TIPO DE ACIDENTE,SUB TIPO DE ACIDENTE,FERIDOS,MORTOS,LOCAL,LOCAL AUXILIAR 1,LOCAL AUXILIAR 2
"07/01/202
1",07:24,629,002,KA605,ATROPELAMENTO,CICLISTA,1,0,"RUA BORTOLO GUSSO, CAPÃO RASO,
CURITIBA","R. JOSÉ DORIGO, 233 - CAPÃO
RASO, CURITIBA - PR, 81110-140,
BRASIL","AV. BRASÍLIA, 5783 - NOVO MUNDO,
CURITIBA - PR, 81020-010, BRASIL"
"22/01/202
1",06:42,323,005,DA022,ATROPELAMENTO,CICLISTA,1,0,"RUA DOS FERROVIÁRIOS, CAJURU,
CURITIBA","RUA ROBERTO BRANDINI, 15 -
CAJURU, CURITIBA - PR,
82990-280, BRASIL","R. BRASILIO, 1593 - CAJURU,
CURITIBA - PR, 82920-100, BRASIL"
"06/02/202
1",15:16,203,007,HE718,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","AV. PRES. KENNEDY, 4191 -
PORTÃO, CURITIBA - PR,
80610-905, BRASIL","R. LEVINO SCHIER, 109 - PORTÃO,
CURITIBA - PR, 80610-254, BRASIL"
"15/02/202
1",20:58,X20,007,HE728,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","AV. PRES. KENNEDY, 4191 -
PORTÃO, CURITIBA - PR,
80610-905, BRASIL","AV. PRESIDENTE WENCESLAU BRAZ,
4017 - PAROLIN, CURITIBA - PR,
81010-001, BRASIL"
"17/03/202
1",06:45,550,011,GD348,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, PAROLIN, CURITIBA","AV. LINHA VERDE, 12124-12148 -
FANNY, CURITIBA - PR, 81610-020,
BRASIL","AV. DA REPÚBLICA, 4050 -
PAROLIN, CURITIBA - PR,
80220-430, BRASIL"
"18/03/202
1",13:41,500,011,GE716,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. HIPÓLITO DA COSTA, 944 -
BOQUEIRÃO, CURITIBA - PR,
81650-280, BRASIL","R. CLETO DA SILVA, 883 -
BOQUEIRÃO, CURITIBA - PR,
81650-290, BRASIL"
"07/04/202
1",07:36,684,007,HI609,ATROPELAMENTO,CICLISTA,1,0,"RUA DIRCE ROGAL TOMAZELI, CAMPO
DE SANTANA , CURITIBA","R. MARCOS BERTOLDI, 21 - CAMPO
DE SANTANA, CURITIBA - PR,
81490-530, BRASIL","RUA ADOLPHO BERTHOLDI, 128 -
CAMPO DE SANTANA, CURITIBA - PR,
81490-470, BRASIL"
"20/04/202
1",16:59,602,007,HE614,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA WINSTON CHURCHILL, CAPÃO
RASO, CURITIBA","RUA VALENTIN DEDA, 105 - CAPÃO
RASO, CURITIBA - PR, 81312-160,
BRASIL","R. OURO VERDE, 74 - CAPÃO RASO,
CURITIBA - PR, 81130-130, BRASIL"
"26/04/202
1",07:15,505,006,EL317,ATROPELAMENTO,CICLISTA,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","R. PASTOR CARLOS FRANK, 1527 -
BOQUEIRÃO, CURITIBA - PR,
81730-340, BRASIL","R. DR. BLEY ZORNIG, 1854 - SALA
4 - 1°ANDAR - AV. MAL. FLORIANO
PEIXOTO - BOQUEIRÃO, CURITIBA -
PR, 81730-350, BRASIL"
"20/05/202
1",12:11,550,007,HE727,ATROPELAMENTO,CICLISTA,2,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","R. LOURENÇO PINTO, 500 - CENTRO,
CURITIBA - PR, 80010-160, BRASIL","AV. MAL. FLORIANO PEIXOTO, 1000
- CENTRO, CURITIBA - PR,
80230-110, BRASIL"
