DATA,HORA,LINHA,EMPRESA,PREFIXO,TIPO DE ACIDENTE,SUB TIPO DE ACIDENTE,FERIDOS,MORTOS,LOCAL,LOCAL AUXILIAR 1,LOCAL AUXILIAR 2
"26/03/202
4",13:41,505,006,EL314,ATROPELAMENTO,PEDESTRE,1,0,,,
"28/03/202
4",13:11,979,010,MT009,ATROPELAMENTO,PEDESTRE,1,0,"PRAÇA TIRADENTES, CENTRO,
CURITIBA","PRAÇA TIRADENTES, CENTRO,
CURITIBA","PRAÇA TIRADENTES, CENTRO,
CURITIBA"
"01/04/202
4",08:37,250,003,BD144,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","RUA CARLOS DIETZSCH, PORTÃO,
CURITIBA","AVENIDA PRESIDENTE ARTHUR DA
SILVA BERNARDES, PORTÃO,
CURITIBA"
"01/04/202
4",20:21,203,007,HE729,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","AVENIDA BRASÍLIA, NOVO MUNDO,
CURITIBA","TRAVESSA AUGUSTO MARACH, NOVO
MUNDO, CURITIBA"
"05/04/202
4",17:40,250,003,BE706,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PARANÁ, BOA VISTA,
CURITIBA","RUA ARARY SOUTO, TINGUI,
CURITIBA","RUA AVIADOR VICENTE WOLSKI,
BACACHERI, CURITIBA"
"16/04/202
4",13:03,700,003,BL326,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
PORTÃO, CURITIBA","RUA LUIZ PARIGOT DE SOUZA,
PORTÃO, CURITIBA","RUA CARLOS DIETZSCH, PORTÃO,
CURITIBA"
"22/04/202
4",08:58,304,005,DL302,ATROPELAMENTO,PEDESTRE,1,0,"PRAÇA TIRADENTES, CENTRO
HISTÓRICO, CENTRO, CURITIBA","RUA DO ROSÁRIO, CENTRO
HISTÓRICO, CENTRO, CURITIBA","PRAÇA TIRADENTES, CENTRO
HISTÓRICO, CENTRO, CURITIBA"
"23/04/202
4",11:15,303,005,DE705,ATROPELAMENTO,PEDESTRE,1,0,"RUA VISCONDE DE NACAR, CENTRO,
CURITIBA","RUA EMILIANO PERNETA, CENTRO,
CURITIBA","AVENIDA VICENTE MACHADO, CENTRO,
CURITIBA"
"02/05/202
4",07:36,024,007,HL316,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","RUA ANDRÉ JOÃO GASPARIN, NOVO
MUNDO, CURITIBA","TRAVESSA AUGUSTO MARACH, NOVO
MUNDO, CURITIBA"
"07/05/202
4",16:11,614,011,GA003,ATROPELAMENTO,PEDESTRE,1,0,"LINHA VERDE, PINHEIRINHO,
CURITIBA","RUA CID MARCONDES DE
ALBUQUERQUE, PINHEIRINHO,
CURITIBA","RUA REINALDO STOCCO,
PINHEIRINHO, CURITIBA"
"14/05/202
4",15:01,674,007,HI852,ATROPELAMENTO,PEDESTRE,1,0,"RUA ALFERES POLI, CENTRO,
CURITIBA","PRAÇA RUI BARBOSA, CENTRO,
CURITIBA","AVENIDA VISCONDE DE GUARAPUAVA,
CENTRO, CURITIBA"
"16/05/202
4",10:27,602,011,GE613,ATROPELAMENTO,PEDESTRE,0,0,"AVENIDA WINSTON CHURCHILL, CAPÃO
RASO, CURITIBA","RUA RUBEM BERTA, PINHEIRINHO,
CURITIBA","RUA OLINDO SEQUINEL, CAPÃO RASO,
CURITIBA"
"26/05/202
4",15:19,655,007,HI023,ATROPELAMENTO,PEDESTRE,1,0,"RUA EVILÁZIO AUGUSTO BLEY,
TATUQUARA, CURITIBA","RUA ALICE YAMAMURA, TATUQUARA,
CURITIBA","RUA CORONEL JOÃO RODRIGUES DA
SILVA LAPA, TATUQUARA, CURITIBA"
"28/05/202
4",18:44,023,003,BL312,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","RUA LUIZ LEOPOLDO LANDAL, NOVO
MUNDO, CURITIBA","RUA PEDRO ZAGONEL, NOVO MUNDO,
CURITIBA"
"18/06/202
4",12:07,505,006,EL326,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","RUA DOUTOR BLEY ZORNIG,
BOQUEIRÃO, CURITIBA","RUA PASTOR CARLOS FRANK,
BOQUEIRÃO, CURITIBA"
"27/06/202
4",19:11,350,011,GE607,ATROPELAMENTO,PEDESTRE,0,1,"LINHA VERDE, GUABIROTUBA,
CURITIBA","AVENIDA COMENDADOR FRANCO,
GUABIROTUBA, CURITIBA","AVENIDA SENADOR SALGADO FILHO,
GUABIROTUBA, CURITIBA"
"28/06/202
4",14:29,505,003,BL304,ATROPELAMENTO,PEDESTRE,1,0,"RUA CONSELHEIRO LAURINDO,
CENTRO, CURITIBA","RUA NILO CAIRO, CENTRO, CURITIBA","TRAVESSA ITARARÉ, CENTRO,
CURITIBA"
"05/07/202
4",19:08,503,011,GE612,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, REBOUÇAS, CURITIBA","RUA CHILE, REBOUÇAS, CURITIBA","RUA CONSELHEIRO DANTAS,
REBOUÇAS, CURITIBA"
"12/07/202
4",20:31,701,008,JC306,ATROPELAMENTO,PEDESTRE,1,0,"RUA CARLOS KLEMTZ, FAZENDINHA,
CURITIBA","RUA CARLOS KLEMTZ, FAZENDINHA,
CURITIBA","RUA REZALA SIMÃO, FAZENDINHA,
CURITIBA"
"15/07/202
4",12:23,023,003,BL608,ATROPELAMENTO,PEDESTRE,1,0,"RUA DEPUTADO HEITOR ALENCAR
FURTADO, CAMPINA DO SIQUEIRA,
CURITIBA","RUA HILDEBRANDO CORDEIRO,
CAMPINA DO SIQUEIRA, CURITIBA","RUA GENERAL MÁRIO TOURINHO,
CAMPINA DO SIQUEIRA, CURITIBA"
"07/08/202
4",17:47,203,003,BE728,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA JOÃO GUALBERTO, CENTRO,
CURITIBA","RUA LUIZ LEÃO, CENTRO, CURITIBA","RUA PRESIDENTE FARIA, CENTRO,
CURITIBA"
"15/08/202
4",18:10,150,010,MI851,ATROPELAMENTO,PEDESTRE,1,0,"RUA XV DE NOVEMBRO, CENTRO,
CURITIBA","RUA CONSELHEIRO LAURINDO,
CENTRO, CURITIBA","RUA JOÃO NEGRÃO, CENTRO,
CURITIBA"
"29/08/202
4",18:04,304,008,JL305,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO, CAPÃO DA IMBUIA,
CURITIBA","RUA PROFESSORA OLGA BALSTER,
CAPÃO DA IMBUIA, CURITIBA","RUA PAULO KISSULA, CAPÃO DA
IMBUIA, CURITIBA"
"03/09/202
4",07:50,020,006,EB606,ATROPELAMENTO,PEDESTRE,1,0,"RUA CORONEL AIRTON PLAISANT,
PORTÃO, CURITIBA","RUA CARLOS DIETZSCH, PORTÃO,
CURITIBA","RUA CAPITÃO TENENTE MARIS DE
BARROS, PORTÃO, CURITIBA"
"06/09/202
4",22:01,646,007,HI034,ATROPELAMENTO,PEDESTRE,1,0,"RUA ALDA BASSETTI BERTHOLDI,
CAMPO DE SANTANA, CURITIBA","RUA ALCEU WHITHERS HOFFMANN,
CAMPO DE SANTANA, CURITIBA","RUA MARIA LUZARDI BERTOLDI,
CAMPO DE SANTANA,, CURITIBA"
"12/09/202
4",12:36,506,006,EL333,ATROPELAMENTO,PEDESTRE,1,0,"RUA DESEMBARGADOR WESTPHALEN,
CENTRO, CURITIBA","AVENIDA VISCONDE DE GUARAPUAVA,
CENTRO, CURITIBA","RUA ANDRÉ DE BARROS, CENTRO,
CURITIBA"
"13/09/202
4",18:49,823,008,JI023,ATROPELAMENTO,PEDESTRE,1,0,"RUA LEANDRO DACHEUX DO
NASCIMENTO JÚNIOR, CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA","RUA SALVADOR JOSÉ CORREIA
COELHO, CIDADE INDUSTRIAL DE
CURITIBA, CURITIBA","RUA IGNÊS COLLE MUNHOZ, CIDADE
INDUSTRIAL DE CURITIBA, CURITIBA"
"02/10/202
4",16:50,707,007,HL330,ATROPELAMENTO,PEDESTRE,1,0,"LINHA VERDE ( BR - 476 ), HAUER,
CURITIBA","AVENIDA SANTA BERNADETHE, FANNY,
CURITIBA","RUA LEONEL FRANÇA, FANNY,
CURITIBA"
"03/10/202
4",11:46,617,007,HI020,ATROPELAMENTO,PEDESTRE,1,0,"RUA JOÃO RODRIGUES PINHEIRO,
CAPÃO RASO, CURITIBA","RUA ANDRÉ FERREIRA BARBOSA,
CAPÃO RASO, CURITIBA","AVENIDA WINSTON CHURCHILL, CAPÃO
RASO, CURITIBA"
"03/10/202
4",18:54,203,003,BE709,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA JOÃO GUALBERTO, ALTO DA
GLÓRIA, CURITIBA","RUA DA GLÓRIA, ALTO DA GLÓRIA,
CURITIBA","RUA MAUÁ, ALTO DA GLÓRIA,
CURITIBA"
"04/10/202
4",17:10,303,008,JE707,ATROPELAMENTO,PEDESTRE,1,0,,,
"08/10/202
4",20:30,507,006,EL329,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, BOQUEIRÃO, CURITIBA","RUA HIPÓLITO DA COSTA,
BOQUEIRÃO, CURITIBA","RUA CORONEL LUIZ JOSÉ DOS
SANTOS, BOQUEIRÃO, CURITIBA"
"11/10/202
4",19:34,924,003,BA031,ATROPELAMENTO,PEDESTRE,1,0,"RUA VIA VÊNETO, SANTA
FELICIDADE, CURITIBA","RUA MARCOS MOCELLIN, SANTA
FELICIDADE, CURITIBA","RUA SANTA BERTILA BOSCARDIN,
SANTA FELICIDADE, CURITIBA"
"14/10/202
4",16:00,250,011,GE735,ATROPELAMENTO,PEDESTRE,1,0,,,
"15/10/202
4",06:22,022,003,BL607,ATROPELAMENTO,PEDESTRE,1,0,,,
"18/10/202
4",20:44,502,011,GE605,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","AVENIDA BRASÍLIA ( RUA
HERMENEGILDO CAPELINE ), NOVO
MUNDO, CURITIBA","TRAVESSA AUGUSTO MARACH, NOVO
MUNDO, CURITIBA"
"24/10/202
4",16:38,023,008,JL603,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PARANÁ, CABRAL, CURITIBA","RUA DOUTOR MANOEL PEDRO, CABRAL,
CURITIBA","RUA CHICHORRO JÚNIOR, CABRAL,
CURITIBA"
"30/10/202
4",19:46,170,003,BC305,ATROPELAMENTO,PEDESTRE,1,0,"TRAVESSA NESTOR DE CASTRO,
CENTRO HISTÓRICO, CENTRO,
CURITIBA","RUA DO ROSÁRIO, CENTRO
HISTÓRICO, CENTRO, CURITIBA","RUA BARÃO DO SERRO AZUL, CENTRO,
CURITIBA"
"04/11/202
4",17:36,707,007,HL494,ATROPELAMENTO,PEDESTRE,1,0,"RUA DESEMBARGADOR WESTPHALEN,
CENTRO, CURITIBA","RUA PEDRO IVO, CENTRO, CURITIBA","RUA ANDRÉ DE BARROS, CENTRO,
CURITIBA"
"04/11/202
4",08:40,603,007,HE708,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","RUA 24 DE MAIO, CENTRO, CURITIBA","RUA ALFERES POLI, REBOUÇAS,
CURITIBA"
"05/11/202
4",07:50,603,007,HD244,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","RUA LAMENHA LINS, CENTRO,
CURITIBA","RUA NUNES MACHADO, CENTRO,
CURITIBA"
"08/11/202
4",18:57,250,011,GD342,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","TRAVESSA NEY AZEVEDO, NOVO
MUNDO, CURITIBA","RUA ANDRÉ JOÃO GASPARIN, NOVO
MUNDO, CURITIBA"
"21/11/202
4",19:02,250,011,DE712,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","RUA BARÃO DO RIO BRANCO ( PRAÇA
EUFRÁSIO CORREIA ) , CENTRO,
CURITIBA","AVENIDA MARECHAL FLORIANO
PEIXOTO, CENTRO, CURITIBA"
"21/11/202
4",18:02,550,011,DE707,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA MARECHAL FLORIANO
PEIXOTO, REBOUÇAS, CURITIBA","AVENIDA IGUAÇU, REBOUÇAS,
CURITIBA","AVENIDA PRESIDENTE GETÚLIO
VARGAS, REBOUÇAS, CURITIBA"
"26/11/202
4",06:32,603,011,GE724,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA WINSTON CHURCHILL, CAPÃO
RASO, CURITIBA","RUA VEREADOR ADEODATO VOLPI,
CAPÃO RASO, CURITIBA","RUA TENENTE MIGUEL AFONSO
RIBEIRO CUBAS, CAPÃO RASO,
CURITIBA"
"03/12/202
4",18:00,203,003,BD150,ATROPELAMENTO,PEDESTRE,1,0,"RUA PRESIDENTE FARIA, CENTRO,
CURITIBA","RUA XV DE NOVEMBRO, CENTRO,
CURITIBA","RUA ALFREDO BUFREN, CENTRO,
CURITIBA"
"04/12/202
4",17:25,020,004,CB697,ATROPELAMENTO,PEDESTRE,1,0,"RUA HOLANDA, BOA VISTA, CURITIBA","RUA NOSSA SENHORA DE NAZARÉ, BOA
VISTA, CURITIBA","RUA DOS DOMINICANOS, BOA VISTA,
CURITIBA"
"05/12/202
4",08:09,022,006,EL601,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PARANÁ, CABRAL, CURITIBA","RUA CHICHORRO JÚNIOR, CABRAL,
CURITIBA","RUA DOUTOR MANOEL PEDRO, CABRAL,
CURITIBA"
"06/12/202
4",16:48,500,011,GE720,ATROPELAMENTO,PEDESTRE,1,0,"RUA PEDRO IVO, CENTRO, CURITIBA","AVENIDA MARECHAL FLORIANO
PEIXOTO, CENTRO, CURITIBA","RUA LOURENÇO PINTO, CENTRO,
CURITIBA"
"15/12/202
4",17:10,860,008,JI001,ATROPELAMENTO,PEDESTRE,1,0,"PRAÇA RUI BARBOSA, CENTRO,
CURITIBA","RUA ANDRÉ DE BARROS ( PRAÇA RUI
BARBOSA ), CENTRO, CURITIBA","PRAÇA RUI BARBOSA, CENTRO,
CURITIBA"
"16/12/202
4",17:59,166,003,BI898,ATROPELAMENTO,PEDESTRE,3,0,"AVENIDA DESEMBARGADOR HUGO
SIMAS, PILARZINHO, CURITIBA","RUA SANTA CECÍLIA, PILARZINHO,
CURITIBA","RUA SANTA CECÍLIA, PILARZINHO,
CURITIBA"
"24/12/202
4",17:51,030,004,CB601,ATROPELAMENTO,PEDESTRE,1,0,"RUA CATARINA SCOTTI, NOVO MUNDO,
CURITIBA","AVENIDA REPÚBLICA ARGENTINA,
NOVO MUNDO, CURITIBA","RUA OTTO CABEL, NOVO MUNDO,
CURITIBA"
"27/12/202
4",19:40,250,003,BD139,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA SETE DE SETEMBRO,
CENTRO, CURITIBA","TRAVESSA DA LAPA, CENTRO,
CURITIBA","RUA BARÃO DO RIO BRANCO ( PRAÇA
EUFRÁSIO CORREIA ), CENTRO,
CURITIBA"
