DATA,HORA,LINHA,EMPRESA,PREFIXO,TIPO DE ACIDENTE,SUB TIPO DE ACIDENTE,FERIDOS,MORTOS,LOCAL,LOCAL AUXILIAR 1,LOCAL AUXILIAR 2
"09/01/202
5",12:30,250,003,BD144,ATROPELAMENTO,PEDESTRE,2,0,"AVENIDA SETE DE SETEMBRO,
REBOUÇAS, CURITIBA","RUA LOURENÇO PINTO, CENTRO,
CURITIBA","AVENIDA MARECHAL FLORIANO
PEIXOTO, REBOUÇAS, CURITIBA"
"22/01/202
5",12:45,206,003,BL317,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA DAS AMÉRICAS, SÃO
DOMINGOS, SÃO JOSÉ DOS PINHAIS","RUA UNIÃO DA VITÓRIA, SÃO
DOMINGOS, SÃO JOSÉ DOS PINHAIS","RUA NAIR FERRAZ CAZELLATO, ALTO
BOQUEIRÃO, CURITIBA"
"26/01/202
5",20:57,706,008,JC317,ATROPELAMENTO,PEDESTRE,1,0,"RUA ALFREDO JOSÉ PINTO,
FAZENDINHA, CURITIBA","RUA CARLOS KLEMTZ, FAZENDINHA,
CURITIBA","RUA JUVENAL CARVALHO,
FAZENDINHA, CURITIBA"
"28/01/202
5",17:45,680,007,HA004,ATROPELAMENTO,PEDESTRE,1,0,"RUA ÂNGELO TOZIM, CAMPO DE
SANTANA, CURITIBA","RUA LUIZ LEAL DA ROCHA, CAMPO DE
SANTANA, CURITIBA","TRAVESSA TARCÍSIO PIRES DA
SILVA, CAMPO DE SANTANA,
CURITIBA,"
"05/02/202
5",07:10,607,007,HL324,ATROPELAMENTO,PEDESTRE,1,0,"4851 AVENIDA PARANÁ, BOA VISTA,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
82540-115, BRASIL","RUA JOÃO GBUR, SANTA CÂNDIDA,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
82640-390, BRASIL","RUA PROFESSORA SANDÁLIA MONZON,
SANTA CÂNDIDA, CURITIBA, REGIÃO
GEOGRÁFICA IMEDIATA DE CURITIBA,
REGIÃO METROPOLITANA DE
CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 82640-040,
BRASIL"
"07/02/202
5",19:30,303,011,GD344,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PRESIDENTE AFFONSO
CAMARGO",RUA DA PAZ,VIADUTO DO CAPANEMA
"19/02/202
5",19:12,801,008,JC016,ATROPELAMENTO,PEDESTRE,1,0,AVENIDA DO BATEL,RUA PE. ILDEFONSO,RUA BENTO VIANA
"10/03/202
5",18:48,506,011,GL310,ATROPELAMENTO,PEDESTRE,0,1,LINHA VERDE,RUA HELLEN KELLER,RUA FRANCISCO DEROSSO
"12/03/202
5",11:56,203,003,BE718,ATROPELAMENTO,PEDESTRE,1,0,"AVENIDA PARANÁ, CABRAL, CURITIBA","RUA DOUTOR MANOEL PEDRO, CABRAL,
CURITIBA","RUA SÃO PEDRO, CABRAL, CURITIBA"
"12/03/202
5",07:53,603,007,HE725,ATROPELAMENTO,PEDESTRE,1,0,"FESTVAL, 449, AVENIDA REPÚBLICA
ARGENTINA, ÁGUA VERDE, CURITIBA,
REGIÃO GEOGRÁFICA IMEDIATA DE
CURITIBA, REGIÃO METROPOLITANA
DE CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 80240-041,
BRASIL","AVENIDA PRESIDENTE GETÚLIO
VARGAS, ÁGUA VERDE, CURITIBA,
REGIÃO GEOGRÁFICA IMEDIATA DE
CURITIBA, REGIÃO METROPOLITANA
DE CURITIBA, REGIÃO GEOGRÁFICA
INTERMEDIÁRIA DE CURITIBA,
PARANÁ, REGIÃO SUL, 80250-190,
BRASIL","AVENIDA IGUAÇU, ÁGUA VERDE,
CURITIBA, REGIÃO GEOGRÁFICA
IMEDIATA DE CURITIBA, REGIÃO
METROPOLITANA DE CURITIBA,
REGIÃO GEOGRÁFICA INTERMEDIÁRIA
DE CURITIBA, PARANÁ, REGIÃO SUL,
80240-020, BRASIL"
